RecordID,Company,Fiscal Year,Total Revenue,Net Income,Total Assets,Total Liabilities,Cash Flow from Operating Activities,Source,Note
10656,Apple,2021,3.64E+11,94272443322,3.47E+11,2.70E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10657,Microsoft,2023,2.08E+11,85867992652,3.70E+11,2.20E+11,79041914368,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10658,Tesla,2022,82793917050,11655620712,85282867188,43315616275,15632939646,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10659,Microsoft,2022,1.93E+11,70227877805,3.26E+11,1.97E+11,76346903862,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10660,Tesla,2021,53919751508,5633041,61066770648,31816090704,5971624103,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10661,Apple,2022,3.99E+11,1.01E+11,3.53E+11,2.79E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10662,Microsoft,2021,1.70E+11,61941086726,2.98E+11,1.77E+11,60218048144,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10663,Tesla,2022,76192560064,11692114950,79085577435,40498086134,15228306556,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10664,Apple,2021,3.89E+11,99171838878,3.38E+11,2.90E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10665,Apple,2022,3.84E+11,1.03E+11,3.63E+11,2.86E+11,1.13E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10666,Apple,2021,3.64E+11,94395961162,3.33E+11,2.87E+11,1.01E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10667,Microsoft,2022,1.95E+11,68887623035,3.41E+11,2.00E+11,74000735191,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10668,Apple,2022,3.84E+11,98055320351,3.56E+11,3.04E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10669,Apple,2023,4.02E+11,97705547364,3.53E+11,3.08E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10670,Apple,2023,3.72E+11,99310526471,3.50E+11,2.91E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10671,Apple,2022,3.84E+11,1.02E+11,3.45E+11,2.84E+11,1.13E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10672,Microsoft,2021,1.67E+11,59593307148,3.19E+11,1.87E+11,65981673765,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10673,Microsoft,2023,2.10E+11,79976855734,3.68E+11,2.15E+11,79886627864,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10674,Tesla,2022,80213694885,11928721053,79847438301,41812287888,14628994448,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10675,Apple,2022,3.94E+11,98345721258,3.34E+11,3.05E+11,1.11E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10676,Microsoft,2023,2.07E+11,84236541417,3.65E+11,2.16E+11,83095829816,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10677,Apple,2021,3.41E+11,93852296443,3.51E+11,2.92E+11,1.02E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10678,Microsoft,2022,1.92E+11,73611091105,3.48E+11,2.01E+11,75791737310,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10679,Apple,2021,3.65E+11,1.01E+11,3.60E+11,2.79E+11,1.01E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10680,Tesla,2022,78516329749,11535602939,82604168523,40625479713,15391001314,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10681,Apple,2021,3.84E+11,99192679174,3.55E+11,2.79E+11,99474089149,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10682,Tesla,2023,82928189961,14412812244,80061088047,43107619224,16690161010,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10683,Tesla,2023,84870454464,16085306069,80881090984,43020416925,17565515331,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10684,Apple,2023,3.70E+11,94283937898,3.67E+11,2.85E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10685,Apple,2021,3.70E+11,94721504966,3.46E+11,2.98E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10686,Microsoft,2023,2.10E+11,82488264954,3.59E+11,2.08E+11,86451379560,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10687,Apple,2021,3.75E+11,92201545828,3.46E+11,2.80E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10688,Tesla,2023,87374567008,14739189232,82264161665,43262894580,17130196953,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10689,Microsoft,2023,2.17E+11,86697781095,3.65E+11,2.11E+11,81850075985,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10690,Microsoft,2021,1.65E+11,58015049282,2.99E+11,1.76E+11,63020103777,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10691,Microsoft,2023,2.12E+11,79044648516,3.69E+11,2.13E+11,77701937637,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10692,Apple,2022,4.10E+11,98170971388,3.54E+11,2.89E+11,1.13E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10693,Apple,2022,3.98E+11,95096933709,3.44E+11,2.74E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10694,Tesla,2022,81867447510,11766378744,79485340342,44456011260,14357918988,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10695,Tesla,2022,78302877477,11892169556,81254768391,41032478383,14842770657,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10696,Tesla,2023,80297428331,14961501670,84312360833,44296567179,17744164251,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10697,Microsoft,2021,1.71E+11,60550308976,3.12E+11,1.89E+11,59903916677,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10698,Apple,2021,3.66E+11,96078112933,3.44E+11,3.00E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10699,Tesla,2023,83873799846,15328678111,83052023339,39613581462,17240538649,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10700,Apple,2022,4.07E+11,1.01E+11,3.38E+11,2.94E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10701,Tesla,2023,83610106504,15077989172,82080227513,44033602021,17354644902,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10702,Tesla,2023,82222947453,14668406792,80640318287,42777570645,17488627708,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10703,Tesla,2021,52990143426,5440794,59147966846,30647370090,5992277447,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10704,Microsoft,2023,2.16E+11,84683131495,3.57E+11,1.99E+11,83237433682,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10705,Apple,2022,3.83E+11,1.01E+11,3.58E+11,2.77E+11,1.14E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10706,Apple,2023,4.01E+11,1.00E+11,3.57E+11,3.01E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10707,Microsoft,2022,2.09E+11,71668306165,3.37E+11,2.05E+11,71712491055,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10708,Tesla,2023,78947989755,13985156936,77756677040,41571619019,16700968235,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10709,Microsoft,2022,1.95E+11,71984536327,3.42E+11,1.94E+11,71693510237,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10710,Microsoft,2022,1.98E+11,71967665521,3.38E+11,1.99E+11,72655153139,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10711,Microsoft,2021,1.73E+11,59780392760,3.00E+11,1.74E+11,61207220360,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10712,Apple,2021,3.94E+11,97740477707,3.40E+11,3.05E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10713,Microsoft,2022,1.91E+11,71064504234,3.29E+11,1.92E+11,73481639296,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10714,Microsoft,2023,2.14E+11,83766062048,3.64E+11,2.06E+11,83519088560,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10715,Tesla,2022,80530763743,12184883346,76920765771,42040477577,15139835856,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10716,Microsoft,2021,1.71E+11,59815269603,3.04E+11,1.95E+11,63043355821,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10717,Microsoft,2023,2.12E+11,82795821335,3.65E+11,2.02E+11,83517554309,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10718,Microsoft,2023,2.08E+11,80376007745,3.60E+11,2.02E+11,85343897592,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10719,Tesla,2021,52452513708,5566210,61982258257,29426236224,6047268259,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10720,Tesla,2023,80172469305,15245553727,82538581908,43357470467,16497147175,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10721,Microsoft,2021,1.74E+11,61879015471,3.05E+11,1.90E+11,59962675012,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10722,Tesla,2021,54528476809,5268696,64031068993,31105756716,5940756908,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10723,Microsoft,2021,1.64E+11,56840274135,3.04E+11,1.90E+11,60357971218,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10724,Microsoft,2021,1.71E+11,58755174561,3.18E+11,1.85E+11,61866653781,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10725,Tesla,2021,55062297440,5590053,61814807238,29620006188,5848180420,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10726,Microsoft,2021,1.77E+11,59182410816,3.02E+11,1.80E+11,59796161402,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10727,Tesla,2021,52330621367,5681656,63717446968,28712482131,5619423052,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10728,Tesla,2022,85409850814,11999660037,78113063229,42384100330,14403472847,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10729,Microsoft,2022,1.92E+11,71777012021,3.32E+11,1.98E+11,72858695062,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10730,Tesla,2022,80310248106,12457170289,84104861342,41159824234,16067313299,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10731,Tesla,2023,80491707737,14926730719,81539637811,42368511162,16984686828,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10732,Apple,2022,4.04E+11,94189424748,3.63E+11,2.83E+11,1.16E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10733,Microsoft,2022,2.01E+11,71755100969,3.40E+11,1.96E+11,74201188062,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10734,Apple,2022,3.80E+11,94694474437,3.56E+11,2.88E+11,1.02E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10735,Microsoft,2023,2.24E+11,87149076082,3.54E+11,2.03E+11,82480360013,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10736,Tesla,2022,80940946856,11955110311,79809218493,43647325481,14523396486,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10737,Microsoft,2022,1.91E+11,73324610931,3.44E+11,1.89E+11,72465129242,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10738,Microsoft,2022,1.95E+11,72006825397,3.46E+11,1.97E+11,76030573489,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10739,Tesla,2023,83111250643,14889622881,83416547550,45511824300,17635503617,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10740,Tesla,2021,53713900163,5497932,60812730715,30996242482,6090500913,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10741,Microsoft,2021,1.61E+11,61219800604,3.11E+11,1.76E+11,58027188540,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10742,Apple,2023,3.83E+11,98501629076,3.50E+11,2.91E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10743,Apple,2023,3.73E+11,96637504724,3.43E+11,2.83E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10744,Tesla,2022,75946180222,11728793414,80994477605,41943180303,14924067791,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10745,Apple,2023,3.84E+11,99885386936,3.67E+11,3.11E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10746,Tesla,2021,54378954411,5310326,62036473796,30779762277,5806254124,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10747,Tesla,2023,78791334017,15018569139,88374083789,42121137671,16739898046,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10748,Tesla,2021,55344626950,5346105,62264313898,28762287493,5946764866,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10749,Apple,2022,3.91E+11,1.02E+11,3.42E+11,2.79E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10750,Tesla,2021,53897136165,5580277,63507516756,30289849259,5979338619,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10751,Apple,2022,4.01E+11,97028541627,3.49E+11,2.87E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10752,Microsoft,2021,1.70E+11,60208696666,3.14E+11,1.85E+11,60795197791,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10753,Tesla,2021,53603763817,5597361,58524045016,30012282252,5960908527,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10754,Tesla,2022,81425731164,12319332852,85402203208,42043490038,15764048123,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10755,Tesla,2021,52982489110,5671667,61664151287,30759327696,6300251206,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10756,Tesla,2021,53188726274,5500249,59376788032,30194356155,5922073832,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10757,Microsoft,2021,1.76E+11,60428895979,3.05E+11,1.75E+11,63544594654,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10758,Microsoft,2022,1.91E+11,74792998300,3.48E+11,1.92E+11,76795203987,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10759,Apple,2021,3.69E+11,97968124788,3.64E+11,2.86E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10760,Microsoft,2021,1.66E+11,57482067124,3.03E+11,1.95E+11,62025796473,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10761,Tesla,2023,78401654360,14565135918,78163613553,44093121933,16566453033,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10762,Tesla,2023,83947033148,14973708532,81296728211,44112669004,17361166168,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10763,Apple,2022,4.03E+11,1.03E+11,3.35E+11,2.81E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10764,Apple,2022,3.82E+11,99980551537,3.51E+11,2.93E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10765,Tesla,2023,83225827657,14751666096,86149072491,44545260553,17021701444,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10766,Microsoft,2023,2.04E+11,90942635754,3.67E+11,2.15E+11,79973487375,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10767,Microsoft,2023,2.07E+11,79614384343,3.67E+11,2.15E+11,78438041766,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10768,Microsoft,2021,1.62E+11,56849137794,2.98E+11,1.86E+11,60105660839,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10769,Apple,2023,3.72E+11,92849694296,3.44E+11,2.90E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10770,Apple,2023,3.67E+11,99861504807,3.22E+11,2.94E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10771,Apple,2021,3.51E+11,97744938419,3.40E+11,2.83E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10772,Apple,2021,3.72E+11,93598089624,3.54E+11,2.94E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10773,Tesla,2023,80382848368,14857719727,81347326726,41916650274,17310315661,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10774,Tesla,2023,83296316043,14052861913,83351115155,43568699690,17245428528,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10775,Tesla,2021,56106667847,5518811,62342320609,31597878552,5894807578,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10776,Microsoft,2021,1.75E+11,62658436603,3.16E+11,1.83E+11,61824194693,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10777,Tesla,2023,81822078068,15028562824,80150157178,43965535794,16437123749,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10778,Apple,2022,3.74E+11,1.04E+11,3.57E+11,2.80E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10779,Microsoft,2021,1.59E+11,59080214797,2.96E+11,1.83E+11,64269470690,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10780,Apple,2022,3.77E+11,98294984473,3.67E+11,2.84E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10781,Microsoft,2021,1.69E+11,61545215798,3.16E+11,1.86E+11,58847707960,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10782,Microsoft,2023,2.11E+11,88110664345,3.61E+11,2.14E+11,83911957664,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10783,Apple,2023,3.86E+11,95754892146,3.60E+11,2.81E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10784,Apple,2023,3.80E+11,99422549458,3.45E+11,2.92E+11,1.12E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10785,Tesla,2023,82338943991,14304196737,81029950024,41306800991,17260220373,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10786,Apple,2023,3.72E+11,1.01E+11,3.51E+11,2.79E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10787,Microsoft,2022,2.01E+11,69955471309,3.46E+11,1.94E+11,71337487450,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10788,Apple,2021,3.72E+11,93085585822,3.46E+11,2.97E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10789,Microsoft,2022,1.97E+11,70836241172,3.41E+11,1.89E+11,76629858984,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10790,Apple,2023,3.87E+11,1.02E+11,3.54E+11,3.04E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10791,Microsoft,2023,2.16E+11,84123131343,3.64E+11,2.04E+11,79213180598,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10792,Apple,2021,3.56E+11,95414668841,3.58E+11,2.81E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10793,Microsoft,2023,2.07E+11,89308701593,3.63E+11,2.02E+11,80720345661,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10794,Apple,2022,4.07E+11,1.03E+11,3.50E+11,2.82E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10795,Tesla,2021,54191411567,5679723,61159957423,29627697229,6092956371,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10796,Tesla,2022,84707802826,12376223614,82829160625,43981218836,14796533030,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10797,Apple,2023,3.98E+11,99384181664,3.39E+11,2.87E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10798,Apple,2022,3.94E+11,99487639229,3.35E+11,2.93E+11,1.11E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10799,Apple,2023,3.91E+11,1.01E+11,3.36E+11,2.81E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10800,Tesla,2021,55005681549,5630321,60081388114,30224484567,6038814162,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10801,Microsoft,2021,1.70E+11,57712364410,2.95E+11,1.85E+11,59508044914,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10802,Tesla,2021,53631869363,5659372,63098586707,28339379032,6337377750,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10803,Apple,2022,3.85E+11,1.01E+11,3.49E+11,2.92E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10804,Tesla,2021,53079189449,5488616,63891135387,30449136736,6021303806,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10805,Microsoft,2023,1.98E+11,84552585723,3.65E+11,2.25E+11,82497558025,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10806,Tesla,2023,81010164962,14695403355,85021865483,43455130817,16602424540,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10807,Microsoft,2022,1.95E+11,73927987899,3.31E+11,1.79E+11,73029185936,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10808,Microsoft,2021,1.60E+11,62953274569,3.15E+11,1.85E+11,63789690335,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
